XtID,tID,Gene_Symbol
X2324061,2324061,FAM43B
X3266972,3266972,FAM45A
X2962383,2962383,FAM46A
X3982721,3982721,FAM46D
X2731986,2731986,FAM47E
X3509910,3509910,FAM48A
X2541699,2541699,FAM49A
X3153328,3153328,FAM49B
X3996430,3996430,FAM50A
X2892652,2892652,FAM50B
X2757278,2757278,FAM53A
X3311269,3311269,FAM53B
X3311338,3311338,FAM53B
X2830698,2830698,FAM53C
X2975655,2975655,FAM54A
X2326157,2326157,FAM54B
X3350027,3350027,FAM55B
X2634058,2634058,FAM55C
X2634091,2634091,FAM55C
X3705491,3705491,FAM57A
X3687405,3687405,FAM57B
X4026560,4026560,FAM58A
X3803290,3803290,FAM59A
X2473687,2473687,FAM59B
X2368840,2368840,FAM5B
X2448710,2448710,FAM5C
X3449700,3449700,FAM60A
X2434685,2434685,FAM63A
X2434746,2434746,FAM63A
X3595846,3595846,FAM63B
X3665550,3665550,FAM65A
X2945741,2945741,FAM65B
X3909247,3909247,FAM65C
X3403626,3403626,FAM66C
X3086347,3086347,FAM66D
X2346863,2346863,FAM69A
X2423175,2423175,FAM69A
X3194567,3194567,FAM69B
X3813381,3813381,FAM69C
X4019784,4019784,FAM70A
X3526772,3526772,FAM70B
X2379168,2379168,FAM71A
X3541029,3541029,FAM71D
X3868472,3868472,FAM71E1
X3871389,3871389,FAM71E2
X3023003,3023003,FAM71F2
X4052881,4052881,FAM72A
X2343170,2343170,FAM73A
X3190893,3190893,FAM73B
X2327188,2327188,FAM76A
X3387413,3387413,FAM76B
X3227574,3227574,FAM78A
X2442261,2442261,FAM78B
X3596109,3596109,FAM81A
X2820813,2820813,FAM81B
X2477598,2477598,FAM82A1
X3619595,3619595,FAM82A2
X3143330,3143330,FAM82B
X3114111,3114111,FAM83A
X3903875,3903875,FAM83C
X3884892,3884892,FAM83D
X3867195,3867195,FAM83E
X3157722,3157722,FAM83H
X2470470,2470470,FAM84A
X3152558,3152558,FAM84B
X3339167,3339167,FAM86C
X2683125,2683125,FAM86D
X3121145,3121145,FAM87A
X2460422,2460422,FAM89A
X3335336,3335336,FAM89B
X3335338,3335338,FAM89B
X2896958,2896958,FAM8A1
X3114358,3114358,FAM91A1
X3114365,3114365,FAM91A1
X3114404,3114404,FAM91A1
X3114407,3114407,FAM91A1
X3114411,3114411,FAM91A1
X3114415,3114415,FAM91A1
X2357573,2357573,FAM91A2
X2357767,2357767,FAM91A2
X2432220,2432220,FAM91A2
X3107151,3107151,FAM92A1
X3702739,3702739,FAM92B
X3628923,3628923,FAM96A
X3695359,3695359,FAM96B
X2547716,2547716,FAM98A
X3589212,3589212,FAM98B
X3832435,3832435,FAM98C
X3998907,3998907,FAM9B
X3704980,3704980,FANCA
X4000370,4000370,FANCB
X3215701,3215701,FANCC
X2610241,2610241,FANCD2
X2904663,2904663,FANCE
X3366519,3366519,FANCF
X3204463,3204463,FANCG
X3607510,3607510,FANCI
X3607535,3607535,FANCI
X3607537,3607537,FANCI
X2554448,2554448,FANCL
X3534248,3534248,FANCM
X3269694,3269694,FANK1
X2584134,2584134,FAP
X3321269,3321269,FAR1
X3409605,3409605,FAR2
X3497881,3497881,FARP1
X2536531,2536531,FARP2
X2893130,2893130,FARS2
X3851868,3851868,FARSA
X2601021,2601021,FARSB
X3257098,3257098,FAS
X3774635,3774635,FASN
X3079336,3079336,FASTK
X2586227,2586227,FASTKD1
X2524743,2524743,FASTKD2
X2847710,2847710,FASTKD3
X3895232,3895232,FASTKD5
X2797393,2797393,FAT1
X2882026,2882026,FAT2
X3344420,3344420,FAT3
X2742581,2742581,FAT4
X3771160,3771160,FBF1
X3862167,3862167,FBL
X2322036,2322036,FBLIM1
X2839708,2839708,FBLL1
X3948640,3948640,FBLN1
X2611546,2611546,FBLN2
X3576749,3576749,FBLN5
X2500667,2500667,FBLN7
X3623031,3623031,FBN1
X2874371,2874371,FBN2
X3848745,3848745,FBN3
X3215570,3215570,FBP1
X3656362,3656362,FBRS
X3438847,3438847,FBRSL1
X3849865,3849865,FBXL12
X3065407,3065407,FBXL13
X3440017,3440017,FBXL14
X3261685,3261685,FBXL15
X3675308,3675308,FBXL16
X2870113,2870113,FBXL17
X3036844,3036844,FBXL18
X3656635,3656635,FBXL19
X2616204,2616204,FBXL2
X3755649,3755649,FBXL20
X3755655,3755655,FBXL20
X2829905,2829905,FBXL21
X3518455,3518455,FBXL3
X2966078,2966078,FBXL4
X2761734,2761734,FBXL5
X3158478,3158478,FBXL6
X2802963,2802963,FBXL7
X3205506,3205506,FBXO10
X2552153,2552153,FBXO11
X3813198,3813198,FBXO15
X3129361,3129361,FBXO16
X3861786,3861786,FBXO17
X3233431,3233431,FBXO18
X2396750,2396750,FBXO2
X3473480,3473480,FBXO21
X3602526,3602526,FBXO22
X3015655,3015655,FBXO24
X3082531,3082531,FBXO25
X3861832,3861832,FBXO27
X2382336,2382336,FBXO28
X3368748,3368748,FBXO3
X2978026,2978026,FBXO30
X3703588,3703588,FBXO31
X3703596,3703596,FBXO31
X3703598,3703598,FBXO31
X3151607,3151607,FBXO32
X3562086,3562086,FBXO33
X3536786,3536786,FBXO34
X2531129,2531129,FBXO36
X2834637,2834637,FBXO38
X3708099,3708099,FBXO39
X2807886,2807886,FBXO4
X2638630,2638630,FBXO40
X2559514,2559514,FBXO41
X2398073,2398073,FBXO42
X2320347,2320347,FBXO44
X2659501,2659501,FBXO45
X3865586,3865586,FBXO46
X2557829,2557829,FBXO48
X2980241,2980241,FBXO5
X2320374,2320374,FBXO6
X3943414,3943414,FBXO7
X2752243,2752243,FBXO8
X2794356,2794356,FBXO8
X2910477,2910477,FBXO9
X2886977,2886977,FBXW11
X2621647,2621647,FBXW12
X3223605,3223605,FBXW2
X3303913,3303913,FBXW4
X3230530,3230530,FBXW5
X2789957,2789957,FBXW7
X3433591,3433591,FBXW8
X3851630,3851630,FBXW9
X2453036,2453036,FCAMR
X3841862,3841862,FCAR
X2362537,2362537,FCER1A
X2363562,2363562,FCER1G
X3848492,3848492,FCER2
X3544216,3544216,FCF1
X2357845,2357845,FCGR1A
X2363689,2363689,FCGR2A
X2363808,2363808,FCGR2B
X2440943,2440943,FCGR3A
X3838624,3838624,FCGRT
X3824540,3824540,FCHO1
X2815139,2815139,FCHO2
X2832844,2832844,FCHSD1
X2878778,2878778,FCHSD1
X3381377,3381377,FCHSD2
X3229338,3229338,FCN1
X2403080,2403080,FCN3
X2439101,2439101,FCRL1
X2439052,2439052,FCRL2
X2439001,2439001,FCRL3
X2438938,2438938,FCRL4
X2438892,2438892,FCRL5
X2362723,2362723,FCRL6
X2363852,2363852,FCRLA
X2363876,2363876,FCRLB
X2360850,2360850,FDPS
X3348189,3348189,FDX1
X3850189,3850189,FDX1L
X3770457,3770457,FDXR
X3809621,3809621,FECH
X3800253,3800253,FEM1A
X3817670,3817670,FEM1A
X3599432,3599432,FEM1B
X2871801,2871801,FEM1C
X3333226,3333226,FEN1
X2823326,2823326,FER
X3904027,3904027,FER1L4
X2494611,2494611,FER1L5
X2494631,2494631,FER1L5
X3114443,3114443,FER1L6
X3896621,3896621,FERMT1
X3564919,3564919,FERMT2
X3608427,3608427,FES
X2656627,2656627,FETUB
X3396593,3396593,FEZ1
X2548172,2548172,FEZ2
X3070253,3070253,FEZF1
X2679377,2679377,FEZF2
X3830412,3830412,FFAR1
X3830417,3830417,FFAR3
X4009667,4009667,FGD1
X2905327,2905327,FGD2
X3179551,3179551,FGD3
X3410614,3410614,FGD4
X2612100,2612100,FGD5
X3466318,3466318,FGD6
X3466369,3466369,FGD6
X3466431,3466431,FGD6
X2879166,2879166,FGF1
X2855818,2855818,FGF10
X3708644,3708644,FGF11
X2710895,2710895,FGF12
X4023907,4023907,FGF13
X3523499,3523499,FGF14
X3089090,3089090,FGF17
X2840789,2840789,FGF18
X2742109,2742109,FGF2
X2784352,2784352,FGF2
X3125715,3125715,FGF20
X3441168,3441168,FGF23
X2733360,2733360,FGF5
X3441190,3441190,FGF6
X3593408,3593408,FGF7
X3480885,3480885,FGF9
X2761829,2761829,FGFBP1
X3300211,3300211,FGFBP3
X3132016,3132016,FGFR1
X3408966,3408966,FGFR1OP2
X3310041,3310041,FGFR2
X2715016,2715016,FGFR3
X2714465,2714465,FGFRL1
X2338487,2338487,FGGY
X3057955,3057955,FGL2
X2403215,2403215,FGR
X2463425,2463425,FH
X2747961,2747961,FHDC1
X2678714,2678714,FHIT
X3992408,3992408,FHL1
X2568687,2568687,FHL2
X2407478,2407478,FHL3
X2917951,2917951,FHL5
X3695541,3695541,FHOD1
X3784840,3784840,FHOD3
X3227482,3227482,FIBCD1
X3324447,3324447,FIBIN
X3377964,3377964,FIBP
X3430716,3430716,FICD
X2920962,2920962,FIG4
X4000538,4000538,FIGF
X2584520,2584520,FIGN
X3050367,3050367,FIGNL1
X3454979,3454979,FIGNL2
X2961347,2961347,FILIP1
X2686213,2686213,FILIP1L
X2686310,2686310,FILIP1L
X2686312,2686312,FILIP1L
X2686314,2686314,FILIP1L
X2686318,2686318,FILIP1L
X2686320,2686320,FILIP1L
X2727226,2727226,FIP1L1
X3064591,3064591,FIS1
X3906852,3906852,FITM2
X3871576,3871576,FIZ1
X3326826,3326826,FJX1
X3721452,3721452,FKBP10
X3453405,3453405,FKBP11
X3043936,3043936,FKBP14
X3221455,3221455,FKBP15
X3221458,3221458,FKBP15
X3894601,3894601,FKBP1A
X2472955,2472955,FKBP1B
X3334339,3334339,FKBP2
X3562721,3562721,FKBP3
X3401099,3401099,FKBP4
X3401119,3401119,FKBP4
X2951567,2951567,FKBP5
X2589253,2589253,FKBP7
X2589255,2589255,FKBP7
X3855071,3855071,FKBP8
X2996246,2996246,FKBP9
X3836903,3836903,FKRP
X3498315,3498315,FKSG29
X2899874,2899874,FKSG83
X3183305,3183305,FKTN
X2360468,2360468,FLAD1
X3747657,3747657,FLCN
X2435649,2435649,FLG
X2435661,2435661,FLG2
X3355733,3355733,FLI1
X3748188,3748188,FLII
X2987534,2987534,FLJ00049
X3623683,3623683,FLJ10038
X3623713,3623713,FLJ10038
X3623717,3623717,FLJ10038
X2629782,2629782,FLJ10213
X3527864,3527864,FLJ10357
X3084756,3084756,FLJ10661
X2865673,2865673,FLJ11292
X2766122,2766122,FLJ13197
X3410241,3410241,FLJ13224
X2961993,2961993,FLJ13744
X2392161,2392161,FLJ14100
X3127579,3127579,FLJ14107
X2485886,2485886,FLJ16124
X2887930,2887930,FLJ16171
X3078917,3078917,FLJ16734
X3893278,3893278,FLJ16779
X3207241,3207241,FLJ20444
X2996470,2996470,FLJ20712
X3654167,3654167,FLJ21408
X3848584,3848584,FLJ22184
X2897919,2897919,FLJ22536
X2896777,2896777,FLJ23152
X3961042,3961042,FLJ23865
X2369950,2369950,FLJ23867
X3823488,3823488,FLJ25328
X3814669,3814669,FLJ25715
X4006594,4006594,FLJ25917
X2659362,2659362,FLJ25996
X3658818,3658818,FLJ26245
X3695091,3695091,FLJ27243
X2848358,2848358,FLJ27351
X3594892,3594892,FLJ27352
X2422109,2422109,FLJ27354
X3014291,3014291,FLJ30064
X2646846,2646846,FLJ30375
X3869141,3869141,FLJ30403
X2460470,2460470,FLJ30430
X3859967,3859967,FLJ30698
X2483575,2483575,FLJ30838
X3962831,3962831,FLJ30901
X3566595,3566595,FLJ31306
X3478290,3478290,FLJ31485
X2347865,2347865,FLJ31662
X3289137,3289137,FLJ31813
X3289392,3289392,FLJ31958
X2855368,2855368,FLJ32255
X2670145,2670145,FLJ33065
X2847229,2847229,FLJ33360
X2540464,2540464,FLJ33534
X2874271,2874271,FLJ33630
X3415046,3415046,FLJ33996
X3301609,3301609,FLJ34077
X2658724,2658724,FLJ34208
X3196563,3196563,FLJ35024
X3196589,3196589,FLJ35024
X3737430,3737430,FLJ35220
X3494303,3494303,FLJ35379
X2999700,2999700,FLJ35390
X3016914,3016914,FLJ35390
X2424740,2424740,FLJ35409
X3776583,3776583,FLJ35776
X2714563,2714563,FLJ35816
X3713278,3713278,FLJ35934
X2821761,2821761,FLJ35946
X3714947,3714947,FLJ36000
X3066956,3066956,FLJ36031
X2428478,2428478,FLJ36116
X3769224,3769224,FLJ36644
X2670209,2670209,FLJ36665
X2759425,2759425,FLJ36777
X2556185,2556185,FLJ36848
X2929674,2929674,FLJ37060
X2929679,2929679,FLJ37060
X2929681,2929681,FLJ37060
X3299782,3299782,FLJ37201
X3514685,3514685,FLJ37307
X2920775,2920775,FLJ37396
X2920801,2920801,FLJ37396
X2397804,2397804,FLJ37453
X3437250,3437250,FLJ37505
X2811500,2811500,FLJ37543
X2858999,2858999,FLJ37543
X3794393,3794393,FLJ37638
X2910331,2910331,FLJ37798
X2937823,2937823,FLJ38122
X2536965,2536965,FLJ38379
X2907396,2907396,FLJ38717
X2907401,2907401,FLJ38717
X3628104,3628104,FLJ38723
X2523058,2523058,FLJ39061
X2523097,2523097,FLJ39061
X2523124,2523124,FLJ39061
X2523127,2523127,FLJ39061
X3103667,3103667,FLJ39080
X2389918,2389918,FLJ39095
X3865896,3865896,FLJ39303
X2621238,2621238,FLJ39534
X3937891,3937891,FLJ39582
X4054612,4054612,FLJ39609
X3951190,3951190,FLJ39632
X3645771,3645771,FLJ39639
X2719792,2719792,FLJ39653
X2433605,2433605,FLJ39739
X2492968,2492968,FLJ40330
X2841010,2841010,FLJ40453
X3076799,3076799,FLJ40852
X2714126,2714126,FLJ41130
X3552344,3552344,FLJ41170
X3420019,3420019,FLJ41278
X2536996,2536996,FLJ41327
X3261132,3261132,FLJ41350
X3172571,3172571,FLJ41455
X2953262,2953262,FLJ41649
X2551661,2551661,FLJ41757
X3601806,3601806,FLJ42022
X3080437,3080437,FLJ42291
X3510723,3510723,FLJ42392
X2657228,2657228,FLJ42393
X3645189,3645189,FLJ42627
X3645195,3645195,FLJ42627
X2867031,2867031,FLJ42709
X2392985,2392985,FLJ42875
X3636879,3636879,FLJ43276
X3539299,3539299,FLJ43390
X3072749,3072749,FLJ43663
X2891223,2891223,FLJ43763
X3720031,3720031,FLJ43826
X3156655,3156655,FLJ43860
X2605939,2605939,FLJ43879
X3753923,3753923,FLJ43944
X2986893,2986893,FLJ44124
X4052411,4052411,FLJ44253
X3764103,3764103,FLJ44342
X2874014,2874014,FLJ44606
X3981361,3981361,FLJ44635
X3315380,3315380,FLJ44653
X3659670,3659670,FLJ44674
X2845263,2845263,FLJ44896
X3549989,3549989,FLJ45244
X3685559,3685559,FLJ45256
X3022888,3022888,FLJ45340
X3071807,3071807,FLJ45340
X4052616,4052616,FLJ45482
X3430192,3430192,FLJ45508
X3726049,3726049,FLJ45513
X3564352,3564352,FLJ45671
X3397951,3397951,FLJ45950
X2535543,2535543,FLJ45964
X2701767,2701767,FLJ46120
X3657766,3657766,FLJ46121
X2446983,2446983,FLJ46134
X3964399,3964399,FLJ46257
X3176711,3176711,FLJ46321
X3505541,3505541,FLJ46358
X3268389,3268389,FLJ46361
X3097401,3097401,FLJ46365
X3981206,3981206,FLJ46446
X2582124,2582124,FLJ46875
X2927851,2927851,FLJ46906
X3773558,3773558,FLJ90757
X4027176,4027176,FLNA
X2625907,2625907,FLNB
X3023149,3023149,FLNC
X2948587,2948587,FLOT1
X3751121,3751121,FLOT2
X3334174,3334174,FLRT1
X3546922,3546922,FLRT2
X3546924,3546924,FLRT2
X3898355,3898355,FLRT3
X3507282,3507282,FLT1
X3507199,3507199,FLT3
X2890756,2890756,FLT4
X2379280,2379280,FLVCR1
X3544625,3544625,FLVCR2
X3645402,3645402,FLYWCH1
X3645377,3645377,FLYWCH2
X3616796,3616796,FMN1
X3616894,3616894,FMN1
X2387711,2387711,FMN2
X3723378,3723378,FMNL1
X2510713,2510713,FMNL2
X3454006,3454006,FMNL3
X2367050,2367050,FMO1
X2367015,2367015,FMO2
X2366941,2366941,FMO3
X2367086,2367086,FMO4
X2433232,2433232,FMO5
X2366975,2366975,FMO6P
X2451693,2451693,FMOD
X3994100,3994100,FMR1
X2526806,2526806,FN1
X2598261,2598261,FN1
X3739147,3739147,FN3K
X3739108,3739108,FN3KRP
X3227159,3227159,FNBP1
X2347132,2347132,FNBP1L
X3372459,3372459,FNBP4
X2933872,2933872,FNDC1
X3489212,3489212,FNDC3A
X2652410,2652410,FNDC3B
X2545953,2545953,FNDC4
X2405250,2405250,FNDC5
X2350316,2350316,FNDC7
X3718502,3718502,FNDC8
X2874794,2874794,FNIP1
X2749611,2749611,FNIP2
X3096428,3096428,FNTA
X3540398,3540398,FNTB
X3372896,3372896,FOLH1
X3339406,3339406,FOLR1
X3339382,3339382,FOLR2
X3345047,3345047,FOLR4
X3544525,3544525,FOS
X3836266,3836266,FOSB
X2474977,2474977,FOSL2
X3561703,3561703,FOXA1
X3900833,3900833,FOXA2
X2891768,2891768,FOXC1
X3672646,3672646,FOXC2
X3195966,3195966,FOXD4L2
X3173479,3173479,FOXD4L3
X2335160,2335160,FOXE3
X2891644,2891644,FOXF2
X3403539,3403539,FOXJ2
X2408855,2408855,FOXJ3
X2988238,2988238,FOXK1
X2988314,2988314,FOXK1
X2988328,2988328,FOXK1
X2988330,2988330,FOXK1
X2988332,2988332,FOXK1
X3738969,3738969,FOXK2
X3775147,3775147,FOXK2
X3672661,3672661,FOXL1
X2481271,2481271,FOXN2
X3575567,3575567,FOXN3
X3470734,3470734,FOXN4
X3510858,3510858,FOXO1
X2920475,2920475,FOXO3
X3980745,3980745,FOXO4
X2332248,2332248,FOXO6
X2681753,2681753,FOXP1
X3019793,3019793,FOXP2
X4008011,4008011,FOXP3
X2906824,2906824,FOXP4
X2906864,2906864,FOXP4
X2891556,2891556,FOXQ1
X3351711,3351711,FOXR1
X3355056,3355056,FOXRED1
X3959613,3959613,FOXRED2
X3144740,3144740,FP6628
X3190061,3190061,FPGS
X2342176,2342176,FPGT
X3869237,3869237,FPR1
X2732655,2732655,FRAS1
X3259785,3259785,FRAT1
X3199507,3199507,FREM1
X3199509,3199509,FREM1
X3199511,3199511,FREM1
X3486096,3486096,FREM2
X2787812,2787812,FREM3
X2787824,2787824,FREM3
X2787829,2787829,FREM3
X2787831,2787831,FREM3
X2787844,2787844,FREM3
X2787846,2787846,FREM3
X2787851,2787851,FREM3
X2787855,2787855,FREM3
X2756029,2756029,FRG1
X2970897,2970897,FRK
X2985368,2985368,FRMD1
X3212008,3212008,FRMD3
X3278401,3278401,FRMD4A
X2681278,2681278,FRMD4B
X3621728,3621728,FRMD5
X3535515,3535515,FRMD6
X4022009,4022009,FRMD7
X3335131,3335131,FRMD8
X3168990,3168990,FRMPD1
X3288224,3288224,FRMPD2
X3986454,3986454,FRMPD3
X3968924,3968924,FRMPD4
X2425007,2425007,FRRS1
X3421579,3421579,FRS2
X2953777,2953777,FRS3
X3484497,3484497,FRY
X2768468,2768468,FRYL
X2768551,2768551,FRYL
X2590715,2590715,FRZB
X2988726,2988726,FSCN1
X3817437,3817437,FSD1
X3183219,3183219,FSD1L
X3183238,3183238,FSD1L
X3605146,3605146,FSD2
X3636335,3636335,FSD2
X2552470,2552470,FSHR
X3619060,3619060,FSIP1
X2519079,2519079,FSIP2
X2691261,2691261,FSTL1
X2875685,2875685,FSTL4
X2791894,2791894,FSTL5
X3935192,3935192,FTCD
X3375648,3375648,FTH1
X4004035,4004035,FTHL17
X2545841,2545841,FTHL3
X3838094,3838094,FTL
X2426020,2426020,FTLP17
X3661152,3661152,FTO
X3976609,3976609,FTSJ1
X3035682,3035682,FTSJ2
X3766373,3766373,FTSJ3
X3697563,3697563,FTSJD1
X2905512,2905512,FTSJD2
X2419235,2419235,FUBP1
X3191589,3191589,FUBP3
X2401643,2401643,FUCA1
X2977510,2977510,FUCA2
X3667241,3667241,FUK
X4006416,4006416,FUNDC1
X3996721,3996721,FUNDC2
X3608398,3608398,FURIN
X3656904,3656904,FUS
X3656950,3656950,FUS
X3656954,3656954,FUS
X3867400,3867400,FUT1
X3130757,3130757,FUT10
X3251848,3251848,FUT11
X3837934,3837934,FUT2
X3345142,3345142,FUT4
X3847462,3847462,FUT6
X3540552,3540552,FUT8
X2917825,2917825,FUT9
X2917868,2917868,FUT9
X2917870,2917870,FUT9
X2917872,2917872,FUT9
X3868064,3868064,FUZ
X3318712,3318712,FXC1
X3173831,3173831,FXN
X2654394,2654394,FXR1
X3743852,3743852,FXR2
X3830189,3830189,FXYD1
X3830166,3830166,FXYD3
X3830216,3830216,FXYD5
X3393479,3393479,FXYD6
X3830205,3830205,FXYD7
X2854327,2854327,FYB
X2672016,2672016,FYCO1
X2969886,2969886,FYN
X2659887,2659887,FYTTD1
X3012213,3012213,FZD1
X3437780,3437780,FZD10
X3723005,3723005,FZD2
X3091746,3091746,FZD3
X3385509,3385509,FZD4
X2596763,2596763,FZD5
X2596774,2596774,FZD5
X3110272,3110272,FZD6
X2523045,2523045,FZD7
X3285119,3285119,FZD8
X3816988,3816988,FZR1
X2378068,2378068,G0S2
X3530982,3530982,G2E3
X2835960,2835960,G3BP1
X2836013,2836013,G3BP1
X2773756,2773756,G3BP2
X3722248,3722248,G6PC
X2514271,2514271,G6PC2
X3722739,3722739,G6PC3
X4027416,4027416,G6PD
X3737140,3737140,GAA
X2745547,2745547,GAB1
X3383227,3383227,GAB2
X4027532,4027532,GAB3
X3951656,3951656,GAB4
X3743486,3743486,GABARAP
X3404636,3404636,GABARAPL1
X3669059,3669059,GABARAPL2
X3638871,3638871,GABARAPL3
X2947889,2947889,GABBR1
X3217242,3217242,GABBR2
X3916576,3916576,GABPA
X2358700,2358700,GABPB2
X2838416,2838416,GABRA1
X2767972,2767972,GABRA2
X4026075,4026075,GABRA3
X2768056,2768056,GABRA4
X3585223,3585223,GABRA5
X4039130,4039130,GABRA5
X2838399,2838399,GABRA6
X2725977,2725977,GABRB1
X2884845,2884845,GABRB2
X3614534,3614534,GABRB3
X4054481,4054481,GABRD
X4026010,4026010,GABRE
X2767932,2767932,GABRG1
X2838462,2838462,GABRG2
X3585272,3585272,GABRG3
X2840393,2840393,GABRP
X3995254,3995254,GABRQ
X3995274,3995274,GABRQ
X3995277,3995277,GABRQ
X2964092,2964092,GABRR1
X2964139,2964139,GABRR2
X2514969,2514969,GAD1
X3239667,3239667,GAD2
X2341083,2341083,GADD45A
X3816509,3816509,GADD45B
X3178679,3178679,GADD45G
X3851911,3851911,GADD45GIP1
X2667597,2667597,GADL1
X3701623,3701623,GAFA2
X2765935,2765935,GAFA3
X3977205,3977205,GAGE1
X2756673,2756673,GAK
X3337749,3337749,GAL
X3957429,3957429,GAL3ST1
X2536874,2536874,GAL3ST2
X3378072,3378072,GAL3ST3
X3575103,3575103,GALC
X2401581,2401581,GALE
X3770923,3770923,GALK1
X3593339,3593339,GALK2
X2477933,2477933,GALM
X3704513,3704513,GALNS
X3784602,3784602,GALNT1
X2836518,2836518,GALNT10
X3032243,3032243,GALNT11
X3181600,3181600,GALNT12
X2511045,2511045,GALNT13
X2546874,2546874,GALNT14
X2384788,2384788,GALNT2
X2585129,2585129,GALNT3
X2585204,2585204,GALNT3
X3464967,3464967,GALNT4
X2511603,2511603,GALNT5
X3454892,3454892,GALNT6
X2751936,2751936,GALNT7
X3401920,3401920,GALNT8
X3479015,3479015,GALNT9
X3541986,3541986,GALNTL1
X2612508,2612508,GALNTL2
X3363091,3363091,GALNTL4
X3032211,3032211,GALNTL5
X2751722,2751722,GALNTL6
X2751857,2751857,GALNTL6
X3794641,3794641,GALR1
X3167511,3167511,GALT
X3845175,3845175,GAMT
X3670725,3670725,GAN
X3375951,3375951,GANAB
X2637112,2637112,GAP43
X3402625,3402625,GAPDH
X3146705,3146705,GAPDHL7
X3146715,3146715,GAPDHL7
X2430957,2430957,GAPDHP32
X3830509,3830509,GAPDHS
X2810764,2810764,GAPT
X3189110,3189110,GAPVD1
X2739242,2739242,GAR1
X3561110,3561110,GARNL1
X3189714,3189714,GARNL3
X2995420,2995420,GARS
X3929721,3929721,GART
X3323891,3323891,GAS2
X3941958,3941958,GAS2L1
X3753729,3753729,GAS2L2
X3428268,3428268,GAS2L3
X3502829,3502829,GAS6
X3744965,3744965,GAS7
X3674659,3674659,GAS8
X3705178,3705178,GAS8
X3721421,3721421,GAST
X3976831,3976831,GATA1
X2694314,2694314,GATA2
X3234277,3234277,GATA3
X3086100,3086100,GATA4
X3913272,3913272,GATA5
X3781245,3781245,GATA6
X3012633,3012633,GATAD1
X3825713,3825713,GATAD2A
X2436226,2436226,GATAD2B
X2436228,2436228,GATAD2B
X3434374,3434374,GATC
X3622386,3622386,GATM
X3063856,3063856,GATS
X3957207,3957207,GATSL3
X2437247,2437247,GBA
X2437205,2437205,GBAP1
X3003153,3003153,GBAS
X2684187,2684187,GBE1
X3261544,3261544,GBF1
X3228523,3228523,GBGT1
X2421883,2421883,GBP1
X2421843,2421843,GBP3
X2421995,2421995,GBP4
X2422035,2422035,GBP5
X2421925,2421925,GBP7
X3079418,3079418,GBX1
X2604930,2604930,GBX2
X2772805,2772805,GC
X2512930,2512930,GCA
X3945014,3945014,GCAT
X3071285,3071285,GCC1
X2498977,2498977,GCC2
X3821995,3821995,GCDH
X4040452,4040452,GCGR
X3565524,3565524,GCH1
X3590108,3590108,GCHFR
X2474594,2474594,GCKR
X2957700,2957700,GCLC
X2423625,2423625,GCLM
X2941690,2941690,GCM2
X3474256,3474256,GCN1L1
X3175494,3175494,GCNT1
X2894573,2894573,GCNT2
X3596147,3596147,GCNT3
X2862841,2862841,GCNT4
X2894642,2894642,GCNT6
X3910831,3910831,GCNT7
X3595441,3595441,GCOM1
X3174510,3174510,GDA
X3103607,3103607,GDAP1
X3886410,3886410,GDAP1L1
X2430370,2430370,GDAP2
X3683276,3683276,GDE1
X3855285,3855285,GDF1
X3287789,3287789,GDF10
X3416943,3416943,GDF11
X3824993,3824993,GDF15
X2875529,2875529,GDF9
X3996404,3996404,GDI1
X2853885,2853885,GDNF
X3729014,3729014,GDPD1
X3764791,3764791,GDPD1
X3980614,3980614,GDPD2
X3687475,3687475,GDPD3
X3382830,3382830,GDPD4
X3382319,3382319,GDPD5
X3418354,3418354,GEFT
X3144934,3144934,GEM
X3739812,3739812,GEMIN4
X2882897,2882897,GEMIN5
X2477980,2477980,GEMIN6
X3836044,3836044,GEMIN7
X4000267,4000267,GEMIN8
X4000269,4000269,GEMIN8
X2422227,2422227,GEMIN8P4
X2471316,2471316,gen-01
X2986906,2986906,GET4
X3759410,3759410,GFAP
X3644297,3644297,GFER
X3192609,3192609,GFI1B
X2649640,2649640,GFM1
X2862716,2862716,GFM2
X2942363,2942363,GFOD1
X2942430,2942430,GFOD1
X3695838,3695838,GFOD2
X2558045,2558045,GFPT1
X2890660,2890660,GFPT2
