XtID,tID,Gene_Symbol
X3563734,3563734,SOS2
X3039671,3039671,SOSTDC1
X3501999,3501999,SOX1
X3960302,3960302,SOX10
X2467855,2467855,SOX11
X3873142,3873142,SOX12
X2375916,2375916,SOX13
X2644333,2644333,SOX14
X3743842,3743842,SOX15
X3098549,3098549,SOX17
X3914286,3914286,SOX18
X2654454,2654454,SOX2
X3521083,3521083,SOX21
X4024310,4024310,SOX3
X2883541,2883541,SOX30
X2897899,2897899,SOX4
X3447348,3447348,SOX5
X3364306,3364306,SOX6
X3364678,3364678,SOX6
X3643503,3643503,SOX8
X3733590,3733590,SOX9
X3415969,3415969,SP1
X2531377,2531377,SP100
X2603051,2603051,SP110
X2531233,2531233,SP140
X2531310,2531310,SP140L
X3724931,3724931,SP2
X2587520,2587520,SP3
X2587613,2587613,SP3
X3520168,3520168,SP3P
X2992197,2992197,SP4
X2992233,2992233,SP4
X2514908,2514908,SP5
X3040699,3040699,SP8
X2516313,2516313,SP9
X3354210,3354210,SPA17
X2916502,2916502,SPACA1
X3109201,3109201,SPAG1
X3084607,3084607,SPAG11A
X2526419,2526419,SPAG16
X2430422,2430422,SPAG17
X3883441,3883441,SPAG4
X3750785,3750785,SPAG5
X3238528,3238528,SPAG6
X3742415,3742415,SPAG7
X3204903,3204903,SPAG8
X3762519,3762519,SPAG9
X3021830,3021830,SPAM1
X3993588,3993588,SPANXN4
X2882098,2882098,SPARC
X2777113,2777113,SPARCL1
X2476075,2476075,SPAST
X2344577,2344577,SPATA1
X3481696,3481696,SPATA13
X3481698,3481698,SPATA13
X2380440,2380440,SPATA17
X2726910,2726910,SPATA18
X3399379,3399379,SPATA19
X3909035,3909035,SPATA2
X3726569,3726569,SPATA20
X2398146,2398146,SPATA21
X3741387,3741387,SPATA22
X2531648,2531648,SPATA3
X2794679,2794679,SPATA4
X2742134,2742134,SPATA5
X2742215,2742215,SPATA5
X2742217,2742217,SPATA5
X3592366,3592366,SPATA5L1
X2411575,2411575,SPATA6
X3547500,3547500,SPATA7
X3119970,3119970,SPATC1
X2908520,2908520,SPATS1
X2522094,2522094,SPATS2L
X2624110,2624110,SPCS1
X3340382,3340382,SPCS2
X3340404,3340404,SPCS2
X2752560,2752560,SPCS3
X2546285,2546285,SPDYA
X3334945,3334945,SPDYC
X3015414,3015414,SPDYE3
X3057720,3057720,SPDYE7P
X3895702,3895702,SPEF1
X2806376,2806376,SPEF2
X2528504,2528504,SPEG
X3708597,3708597,SPEM1
X2322103,2322103,SPEN
X3621948,3621948,SPG11
X3509719,3509719,SPG20
X3629350,3629350,SPG21
X3674048,3674048,SPG7
X3735478,3735478,SPHK1
X3837895,3837895,SPHK2
X2602493,2602493,SPHKAP
X3372174,3372174,SPI1
X3178396,3178396,SPIN1
X3178416,3178416,SPIN1
X4010183,4010183,SPIN3
X4010461,4010461,SPIN4
X3166815,3166815,SPINK4
X2834503,2834503,SPINK5
X2834579,2834579,SPINK6
X2834621,2834621,SPINK9
X3590164,3590164,SPINT1
X3832256,3832256,SPINT2
X3799461,3799461,SPIRE1
X3674397,3674397,SPIRE2
X3655574,3655574,SPN
X3655172,3655172,SPNS1
X3706992,3706992,SPNS2
X3706950,3706950,SPNS3
X2876897,2876897,SPOCK1
X3293840,3293840,SPOCK2
X2792647,2792647,SPOCK3
X3321361,3321361,SPON1
X2756965,2756965,SPON2
X3761905,3761905,SPOP
X2508016,2508016,SPOPL
X2735027,2735027,SPP1
X2533289,2533289,SPP2
X3623865,3623865,SPPL2A
X3816424,3816424,SPPL2B
X3474697,3474697,SPPL3
X2488584,2488584,SPR
X3589141,3589141,SPRED1
X2556752,2556752,SPRED2
X3315265,3315265,SPRN
X2435875,2435875,SPRR2F
X2435882,2435882,SPRR2G
X2359483,2359483,SPRR4
X2742224,2742224,SPRY1
X3519309,3519309,SPRY2
X2879105,2879105,SPRY4
X3455973,3455973,SPRYD3
X3417574,3417574,SPRYD4
X2319252,2319252,SPSB1
X3676134,3676134,SPSB3
X2439373,2439373,SPTA1
X3190558,3190558,SPTAN1
X3568534,3568534,SPTB
X3568485,3568485,SPTB
X3568494,3568494,SPTB
X3568496,3568496,SPTB
X2482505,2482505,SPTBN1
X2482683,2482683,SPTBN1
X2482690,2482690,SPTBN1
X3378433,3378433,SPTBN2
X3833500,3833500,SPTBN4
X3833580,3833580,SPTBN4
X3620156,3620156,SPTBN5
X3214582,3214582,SPTLC1
X3573152,3573152,SPTLC2
X3876990,3876990,SPTLC3
X3365525,3365525,SPTY2D1
X3114832,3114832,SQLE
X3592511,3592511,SQRDL
X2646040,2646040,SR140
X2878347,2878347,SRA1
X2551327,2551327,SRBD1
X3884191,3884191,SRC
X3656418,3656418,SRCAP
X3656515,3656515,SRCAP
X3755196,3755196,SRCIN1
X3057668,3057668,SRCRB4D
X2800477,2800477,SRD5A1
X3993057,3993057,SRD5A1P1
X2727762,2727762,SRD5A3
X3747966,3747966,SREBF1
X3947123,3947123,SREBF2
X2907730,2907730,SRF
X2826064,2826064,SRFBP1
X3419641,3419641,SRGAP1
X3419755,3419755,SRGAP1
X2376708,2376708,SRGAP2
X2662087,2662087,SRGAP3
X3250146,3250146,SRGN
X3060300,3060300,SRI
X2396461,2396461,SRM
X3913945,3913945,SRMS
X3619165,3619165,SRP14
X2824286,2824286,SRP19
X3532313,3532313,SRP54
X3771297,3771297,SRP68
X2728224,2728224,SRP72
X2951674,2951674,SRPK1
X3995946,3995946,SRPK3
X3396916,3396916,SRPR
X2643324,2643324,SRPRB
X4004853,4004853,SRPX
X3984468,3984468,SRPX2
X3706219,3706219,SRR
X3740998,3740998,SRR
X3941010,3941010,SRRD
X2325526,2325526,SRRM1
X3645253,3645253,SRRM2
X3677141,3677141,SRRM2
X3009335,3009335,SRRM3
X3433929,3433929,SRRM4
X3835146,3835146,SRRM5
X3015941,3015941,SRRT
X3894318,3894318,SRXN1
X3894320,3894320,SRXN1
X3894322,3894322,SRXN1
X3894335,3894335,SRXN1
X3892456,3892456,SS18L1
X2619323,2619323,SS18L2
X2514566,2514566,SSB
X3027915,3027915,SSBP1
X2864849,2864849,SSBP2
X2413685,2413685,SSBP3
X2518428,2518428,SSFA2
X3470597,3470597,SSH1
X3751625,3751625,SSH2
X3336906,3336906,SSH3
X3195296,3195296,SSNA1
X3408831,3408831,SSPN
X3030873,3030873,SSPO
X3031052,3031052,SSPO
X3031054,3031054,SSPO
X3031058,3031058,SSPO
X3031072,3031072,SSPO
X3031074,3031074,SSPO
X3031078,3031078,SSPO
X3031080,3031080,SSPO
X3031092,3031092,SSPO
X3031100,3031100,SSPO
X3031132,3031132,SSPO
X3031138,3031138,SSPO
X3031142,3031142,SSPO
X3031152,3031152,SSPO
X2940551,2940551,SSR1
X2940582,2940582,SSR1
X2940591,2940591,SSR1
X2940593,2940593,SSR1
X2437871,2437871,SSR2
X2702154,2702154,SSR3
X3995975,3995975,SSR4
X3373724,3373724,SSRP1
X3335327,3335327,SSSCA1
X2709750,2709750,SST
X3533184,3533184,SSTR1
X3733911,3733911,SSTR2
X3960042,3960042,SSTR3
X2391647,2391647,SSU72
X2420521,2420521,SSX2IP
X3977886,3977886,SSX8
X3961664,3961664,ST13
X3356175,3356175,ST14
X3135046,3135046,ST18
X3154398,3154398,ST3GAL1
X3697090,3697090,ST3GAL2
X2333481,2333481,ST3GAL3
X3355145,3355145,ST3GAL4
X2562529,2562529,ST3GAL5
X2633256,2633256,ST3GAL6
X3361971,3361971,ST5
X2656837,2656837,ST6GAL1
X2656902,2656902,ST6GAL1
X2569215,2569215,ST6GAL2
X3771675,3771675,ST6GALNAC2
X2342738,2342738,ST6GALNAC3
X3226181,3226181,ST6GALNAC4
X2342904,2342904,ST6GALNAC5
X3226160,3226160,ST6GALNAC6
X3020496,3020496,ST7
X3020600,3020600,ST7
X2428313,2428313,ST7L
X3069295,3069295,ST7OT2
X3020609,3020609,ST7OT4
X3020611,3020611,ST7OT4
X3447022,3447022,ST8SIA1
X3608952,3608952,ST8SIA2
X3609002,3609002,ST8SIA2
X3609004,3609004,ST8SIA2
X3789680,3789680,ST8SIA3
X3789699,3789699,ST8SIA3
X3789703,3789703,ST8SIA3
X3789705,3789705,ST8SIA3
X2868904,2868904,ST8SIA4
X3806459,3806459,ST8SIA5
X3279915,3279915,ST8SIA6
X2623922,2623922,STAB1
X3429159,3429159,STAB2
X2616804,2616804,STAC
X3755614,3755614,STAC2
X3458426,3458426,STAC3
X2696802,2696802,STAG1
X3989721,3989721,STAG2
X3015338,3015338,STAG3
X3006133,3006133,STAG3L4
X3237088,3237088,STAM
X2581430,2581430,STAM2
X2488959,2488959,STAMBP
X3257031,3257031,STAMBPL1
X2729667,2729667,STAP1
X3846709,3846709,STAP2
X3131819,3131819,STAR
X3381317,3381317,STARD10
X3508898,3508898,STARD13
X3720343,3720343,STARD3
X2997952,2997952,STARD3NL
X2870828,2870828,STARD4
X3635553,3635553,STARD5
X2565143,2565143,STARD7
X3980078,3980078,STARD8
X3591075,3591075,STARD9
X3591102,3591102,STARD9
X3591134,3591134,STARD9
X3591154,3591154,STARD9
X3591156,3591156,STARD9
X3591158,3591158,STARD9
X3591164,3591164,STARD9
X3591166,3591166,STARD9
X3591168,3591168,STARD9
X3591172,3591172,STARD9
X3591176,3591176,STARD9
X3591178,3591178,STARD9
X3591184,3591184,STARD9
X3591186,3591186,STARD9
X2592268,2592268,STAT1
X3457752,3457752,STAT2
X3757840,3757840,STAT3
X2592356,2592356,STAT4
X3721658,3721658,STAT5A
X3757770,3757770,STAT5B
X3458337,3458337,STAT6
X2730173,2730173,STATH
X3908786,3908786,STAU1
X3128046,3128046,STC1
X3011838,3011838,STEAP1
X3011861,3011861,STEAP2
X2502762,2502762,STEAP3
X3723755,3723755,STH
X2411228,2411228,STIL
X3317915,3317915,STIM1
X2722377,2722377,STIM2
X3334224,3334224,STIP1
X2887048,2887048,STK10
X3815566,3815566,STK11
X2528709,2528709,STK11IP
X2528386,2528386,STK16
X2600068,2600068,STK16
X2999485,2999485,STK17A
X2593159,2593159,STK17B
X2902935,2902935,STK19
X3522225,3522225,STK24
X2607262,2607262,STK25
X3146103,3146103,STK3
X2993029,2993029,STK31
X2834282,2834282,STK32A
X2716713,2716713,STK32B
X3314162,3314162,STK32C
X3361811,3361811,STK33
X3873699,3873699,STK35
X2527971,2527971,STK36
X2951916,2951916,STK38
X3409081,3409081,STK38L
X2585701,2585701,STK39
X3886704,3886704,STK4
X2406677,2406677,STK40
X2972686,2972686,STL
X2402459,2402459,STMN1
X3104489,3104489,STMN2
X3914050,3914050,STMN3
X3128911,3128911,STMN4
X3187784,3187784,STOM
X3187790,3187790,STOM
X3223928,3223928,STOM
X3632671,3632671,STOML1
X3204534,3204534,STOML2
X3574121,3574121,STON2
X3249978,3249978,STOX1
X2754073,2754073,STOX2
X3774516,3774516,STRA13
X3632806,3632806,STRA6
X3766284,3766284,STRADA
X2522789,2522789,STRADB
X3406421,3406421,STRAP
X3224591,3224591,STRBP
X3224587,3224587,STRBP
X3621351,3621351,STRC
X2548274,2548274,STRN
X3559497,3559497,STRN3
X3866231,3866231,STRN4
X3967689,3967689,STS
X3354764,3354764,STT3A
X2615600,2615600,STT3B
X3643297,3643297,STUB1
X3852079,3852079,STX10
X2327219,2327219,STX12
X3182019,3182019,STX17
X2758733,2758733,STX18
X3056226,3056226,STX1A
X3688112,3688112,STX1B
X3688118,3688118,STX1B
X3688120,3688120,STX1B
X3478457,3478457,STX2
X3332131,3332131,STX3
X3656760,3656760,STX4
X3376193,3376193,STX5
X2974469,2974469,STX7
X3744800,3744800,STX8
X3189932,3189932,STXBP1
X2350339,2350339,STXBP3
X3727510,3727510,STXBP4
X2929870,2929870,STXBP5
X2638509,2638509,STXBP5L
X3558418,3558418,STXBP6
X3444216,3444216,STYK1
X3535922,3535922,STYX
X3057550,3057550,STYXL1
X2805581,2805581,SUB1
X3513293,3513293,SUCLA2
X2561955,2561955,SUCLG1
X2680813,2680813,SUCLG2
X2680819,2680819,SUCLG2
X3433843,3433843,SUDS3
X3261765,3261765,SUFU
X3490741,3490741,SUGT1
X3510963,3510963,SUGT1L1
X3102372,3102372,SULF1
X3908358,3908358,SULF2
X3654614,3654614,SULT1A1
X3654656,3654656,SULT1A1
X3654658,3654658,SULT1A1
X3654669,3654669,SULT1A2
X3655450,3655450,SULT1A3
X2772414,2772414,SULT1B1
X2498827,2498827,SULT1C3
X2498951,2498951,SULT1C4
X3866785,3866785,SULT2A1
X3837866,3837866,SULT2B1
X3963115,3963115,SULT4A1
X3003228,3003228,SUMF2
X2595252,2595252,SUMO1
X3770632,3770632,SUMO2
X3934669,3934669,SUMO3
X2930698,2930698,SUMO4
X2986825,2986825,SUN1
X3960827,3960827,SUN2
X3049868,3049868,SUN3
X3902928,3902928,SUN5
X3417184,3417184,SUOX
X3556323,3556323,SUPT16H
X2955282,2955282,SUPT3H
X3764384,3764384,SUPT4H1
X3833040,3833040,SUPT5H
X3715703,3715703,SUPT6H
X2546008,2546008,SUPT7L
X3250204,3250204,SUPV3L1
X3228621,3228621,SURF6
X3939875,3939875,SUSD2
X3179646,3179646,SUSD3
X2668304,2668304,SUSD5
X3976797,3976797,SUV39H1
X3236448,3236448,SUV39H2
X3379390,3379390,SUV420H1
X3842105,3842105,SUV420H2
X3717395,3717395,SUZ12
X3716664,3716664,SUZ12P
X2434139,2434139,SV2A
X3608638,3608638,SV2B
X3608689,3608689,SV2B
X3608693,3608693,SV2B
X2816181,2816181,SV2C
X3220196,3220196,SVEP1
X3220274,3220274,SVEP1
X3220280,3220280,SVEP1
X3220282,3220282,SVEP1
X3220284,3220284,SVEP1
X3220286,3220286,SVEP1
X3220288,3220288,SVEP1
X3220290,3220290,SVEP1
X3220294,3220294,SVEP1
X3220296,3220296,SVEP1
X3220304,3220304,SVEP1
X3220306,3220306,SVEP1
X3220308,3220308,SVEP1
X3220310,3220310,SVEP1
X3220314,3220314,SVEP1
X3220316,3220316,SVEP1
X3220318,3220318,SVEP1
X3220320,3220320,SVEP1
X3220322,3220322,SVEP1
X3220330,3220330,SVEP1
X3220332,3220332,SVEP1
X3220334,3220334,SVEP1
X3220336,3220336,SVEP1
X3220338,3220338,SVEP1
X3220340,3220340,SVEP1
X3220342,3220342,SVEP1
X3220344,3220344,SVEP1
X3282974,3282974,SVIL
X3366554,3366554,SVIP
X3470657,3470657,SVOP
X3075331,3075331,SVOPL
X3319997,3319997,SWAP70
X3970130,3970130,SYAP1
X3148871,3148871,SYBU
X3315341,3315341,SYCE1
X3669414,3669414,SYCE1L
X3669433,3669433,SYCE1L
X3851852,3851852,SYCE2
X2353021,2353021,SYCP1
X3912079,3912079,SYCP2
X2894790,2894790,SYCP2L
X2420722,2420722,SYDE2
X2402068,2402068,SYF2
X3178952,3178952,SYK
X3865715,3865715,SYMPK
X4007126,4007126,SYN1
X2610972,2610972,SYN2
X2611041,2611041,SYN2
X3958475,3958475,SYN3
X2963407,2963407,SYNCRIP
X2979871,2979871,SYNE1
X3539724,3539724,SYNE2
X2903703,2903703,SYNGAP1
X3945781,3945781,SYNGR1
X3736232,3736232,SYNGR2
X3644309,3644309,SYNGR3
X3837744,3837744,SYNGR4
X3929325,3929325,SYNJ1
X2933392,2933392,SYNJ2
X3570475,3570475,SYNJ2BP
X3610982,3610982,SYNM
X2835576,2835576,SYNPO
X2835614,2835614,SYNPO
X2741139,2741139,SYNPO2
X3294668,3294668,SYNPO2L
X2627251,2627251,SYNPR
X3754677,3754677,SYNRG
X4007899,4007899,SYP
X3066751,3066751,SYPL1
X2350714,2350714,SYPL2
X2350785,2350785,SYPL2
X3886842,3886842,SYS1
X3423622,3423622,SYT1
X3450362,3450362,SYT10
X2361154,2361154,SYT11
X3336652,3336652,SYT12
X3371114,3371114,SYT13
X2378256,2378256,SYT14
X3539201,3539201,SYT16
X3650861,3650861,SYT17
X2451261,2451261,SYT2
X3868557,3868557,SYT3
X3805614,3805614,SYT4
X3871173,3871173,SYT5
X2428932,2428932,SYT6
X3375396,3375396,SYT7
X3317024,3317024,SYT8
X3319073,3319073,SYT9
X2326993,2326993,SYTL1
X3385042,3385042,SYTL2
X2933706,2933706,SYTL3
X4015440,4015440,SYTL4
X3973891,3973891,SYTL5
X3377474,3377474,SYVN1
X2974576,2974576,TAAR1
X2974558,2974558,TAAR3
X2926137,2926137,TAAR8
X2926131,2926131,TAAR9
X3945815,3945815,TAB1
X2930568,2930568,TAB2
X3014065,3014065,TAC1
X3458230,3458230,TAC3
X3762040,3762040,TAC4
X3268059,3268059,TACC2
X2714955,2714955,TACC3
X3730784,3730784,TACO1
X2560524,2560524,TACR1
X3292946,3292946,TACR2
X2780296,2780296,TACR3
X2442397,2442397,TADA1
X3719474,3719474,TADA2A
X2717220,2717220,TADA2B
X2662356,2662356,TADA3
X3981027,3981027,TAF1
X3361021,3361021,TAF10
X2951300,2951300,TAF11
X2403585,2403585,TAF12
X4054117,4054117,TAF13
X3718791,3718791,TAF15
X2469094,2469094,TAF1B
X3702382,3702382,TAF1C
X3203199,3203199,TAF1L
X3150663,3150663,TAF2
X3234186,3234186,TAF3
X3234254,3234254,TAF3
X3912718,3912718,TAF4
X3782644,3782644,TAF4B
X3262165,3262165,TAF5
X2459971,2459971,TAF5L
X3063727,3063727,TAF6
X3333647,3333647,TAF6L
X2878622,2878622,TAF7
X2907018,2907018,TAF8
X2860666,2860666,TAF9
X4013434,4013434,TAF9B
X2982076,2982076,TAGAP
X3350830,3350830,TAGLN
X2439842,2439842,TAGLN2
X2635998,2635998,TAGLN3
X2411198,2411198,TAL1
X3316208,3316208,TALDO1
X2512055,2512055,TANC1
X3730439,3730439,TANC2
X2512601,2512601,TANK
X3716048,3716048,TAOK1
X3655826,3655826,TAOK2
X3473802,3473802,TAOK3
X2950214,2950214,TAP1
X2950167,2950167,TAP2
X2950629,2950629,TAPBP
X3402522,3402522,TAPBPL
X2761939,2761939,TAPT1
X2761941,2761941,TAPT1
X2461473,2461473,TARBP1
X3416114,3416114,TARBP2
X2320048,2320048,TARDBP
X3046556,3046556,TARP
X2805786,2805786,TARS
X2358320,2358320,TARS2
X3642390,3642390,TARSL2
X2318338,2318338,TAS1R1
X3444329,3444329,TAS2R10
X3444406,3444406,TAS2R13
X3444432,3444432,TAS2R14
X3444434,3444434,TAS2R14
X3444436,3444436,TAS2R14
X3444493,3444493,TAS2R19
X3444476,3444476,TAS2R20
X3027943,3027943,TAS2R3
X3444503,3444503,TAS2R31
X3028956,3028956,TAS2R39
X3027956,3027956,TAS2R4
X3444525,3444525,TAS2R46
X3027961,3027961,TAS2R5
X3444472,3444472,TAS2R50
X3029198,3029198,TAS2R60
X3444309,3444309,TAS2R9
X3898126,3898126,TASP1
X3697712,3697712,TAT
X3151943,3151943,TATDN1
X2610394,2610394,TATDN2
X2379238,2379238,TATDN3
X2994342,2994342,TAX1BP1
X3741528,3741528,TAX1BP3
X3996339,3996339,TAZ
X2723752,2723752,TBC1D1
X3957224,3957224,TBC1D10A
X3687715,3687715,TBC1D10B
X3337016,3337016,TBC1D10C
X3258856,3258856,TBC1D12
X3190737,3190737,TBC1D13
X2717165,2717165,TBC1D14
X3422326,3422326,TBC1D15
X3422382,3422382,TBC1D15
X3773239,3773239,TBC1D16
X3773241,3773241,TBC1D16
X3773244,3773244,TBC1D16
X3839057,3839057,TBC1D17
X2722291,2722291,TBC1D19
X3217194,3217194,TBC1D2
X3894194,3894194,TBC1D20
X3601322,3601322,TBC1D21
X3949229,3949229,TBC1D22A
X2905432,2905432,TBC1D22B
X2633587,2633587,TBC1D23
X3976689,3976689,TBC1D25
X3747495,3747495,TBC1D27
X3748497,3748497,TBC1D28
X3634458,3634458,TBC1D2B
X3419969,3419969,TBC1D30
X3518086,3518086,TBC1D4
X2664891,2664891,TBC1D5
X2567447,2567447,TBC1D8
X3986291,3986291,TBC1D8B
X2863637,2863637,TBCA
X3831143,3831143,TBCB
X2954207,2954207,TBCC
X2709414,2709414,TBCCD1
X3739162,3739162,TBCD
X3352813,3352813,TBCEL
X2780734,2780734,TBCK
X3419849,3419849,TBK1
X3460065,3460065,TBK1
X3724824,3724824,TBKBP1
X3968122,3968122,TBL1X
X2706297,2706297,TBL1XR1
X4029079,4029079,TBL1Y
X3056131,3056131,TBL2
X3644249,3644249,TBL3
X2937984,2937984,TBP
X3565785,3565785,TBPL2
X2512752,2512752,TBR1
X3354174,3354174,TBRG1
X3937008,3937008,TBX1
X2963142,2963142,TBX18
X2366184,2366184,TBX19
X3729834,3729834,TBX2
X3045570,3045570,TBX20
X3724858,3724858,TBX21
X3472755,3472755,TBX3
X3729910,3729910,TBX4
X3472625,3472625,TBX5
X3687435,3687435,TBX6
X3027204,3027204,TBXAS1
X3576704,3576704,TC2N
X3036061,3036061,tcag7.935
X3720383,3720383,TCAP
X3135524,3135524,TCEA1
X3893910,3893910,TCEA2
X2401347,2401347,TCEA3
X3985665,3985665,TCEAL1
X3985008,3985008,TCEAL2
X3985615,3985615,TCEAL4
X4016411,4016411,TCEAL5
X4016045,4016045,TCEAL6
X3985511,3985511,TCEAL7
X4016396,4016396,TCEAL8
X3969396,3969396,TCEANC
X3140833,3140833,TCEB1
X2353117,2353117,TCEB1P20
X3677164,3677164,TCEB2
X2325251,2325251,TCEB3
X3806654,3806654,TCEB3B
X2834093,2834093,TCERG1
X3313690,3313690,TCERG1L
X3595096,3595096,TCF12
X3894288,3894288,TCF15
X2902178,2902178,TCF19
X3962338,3962338,TCF20
X3138908,3138908,TCF24
X3674434,3674434,TCF25
X3845365,3845365,TCF3
X3808854,3808854,TCF4
X2829171,2829171,TCF7
X2491386,2491386,TCF7L1
X3264621,3264621,TCF7L2
X3913483,3913483,TCFL5
X2435443,2435443,TCHH
X2435428,2435428,TCHHL1
X3337390,3337390,TCIRG1
X3550139,3550139,TCL6
X3942472,3942472,TCN2
X2835440,2835440,TCOF1
X2985129,2985129,TCP10
X3929237,3929237,TCP10L
X3929272,3929272,TCP10L
X2951369,2951369,TCP11
X3325839,3325839,TCP11L1
X3430086,3430086,TCP11L2
X3407320,3407320,TCP1P3
X2622095,2622095,TCTA
X2955096,2955096,TCTE1
X2340819,2340819,TCTEX1D1
X2712794,2712794,TCTEX1D2
X3431620,3431620,TCTN1
X3435980,3435980,TCTN2
X3301556,3301556,TCTN3
X3429365,3429365,TDG
X3085931,3085931,TDH
X2749011,2749011,TDO2
X3548152,3548152,TDP1
X2945645,2945645,TDP2
X3265175,3265175,TDRD1
X2360310,2360310,TDRD10
X3829080,3829080,TDRD12
X3491948,3491948,TDRD3
X2369680,2369680,TDRD5
X3181193,3181193,TDRD7
X3553998,3553998,TDRD9
X2906476,2906476,TDRG1
X2435218,2435218,TDRKH
X3320944,3320944,TEAD1
X3321053,3321053,TEAD1
X3321055,3321055,TEAD1
X3867796,3867796,TEAD2
X2951500,2951500,TEAD3
X3401259,3401259,TEAD4
X2768396,2768396,TEC
X3062794,3062794,TECPR1
X3553141,3553141,TECPR2
X3822805,3822805,TECR
X3352847,3352847,TECTA
X3264299,3264299,TECTB
X3946817,3946817,TEF
X3165825,3165825,TEK
X3743230,3743230,TEKT1
X2330234,2330234,TEKT2
X3746625,3746625,TEKT3
X3643892,3643892,TELO2
X3415668,3415668,TENC1
X3555340,3555340,TEP1
X3663033,3663033,TEPP
X3103187,3103187,TERF1
X3696571,3696571,TERF2
X3669092,3669092,TERF2IP
X2845829,2845829,TERT
X3020192,3020192,TES
X3069124,3069124,TES
X3473436,3473436,TESC
X3167994,3167994,TESK1
X2410158,2410158,TESK2
X3249886,3249886,TET1
X2738146,2738146,TET2
X2738189,2738189,TET2
X2738191,2738191,TET2
X2489071,2489071,TET3
X3182153,3182153,TEX10
X3217807,3217807,TEX10
X4011683,4011683,TEX11
X3348990,3348990,TEX12
X4017501,4017501,TEX13B
X3764592,3764592,TEX14
X3130244,3130244,TEX15
X3738789,3738789,TEX19
X3766716,3766716,TEX2
X2558924,2558924,TEX261
X2623249,2623249,TEX264
X4027135,4027135,TEX28
X3594986,3594986,TEX9
X2643217,2643217,TF
X2643307,2643307,TF
X2643312,2643312,TF
X2643318,2643318,TF
X3247784,3247784,TFAM
X2987250,2987250,TFAMP1
X2941476,2941476,TFAP2A
X2909948,2909948,TFAP2B
X2909912,2909912,TFAP2D
X2329920,2329920,TFAP2E
X3678000,3678000,TFAP4
X2980812,2980812,TFB1M
X2465182,2465182,TFB2M
X3454680,3454680,TFCP2
X2573570,2573570,TFCP2L1
X3502710,3502710,TFDP1
X2698565,2698565,TFDP2
X2698614,2698614,TFDP2
X2698620,2698620,TFDP2
X4007734,4007734,TFE3
X2953711,2953711,TFEB
X3069082,3069082,TFEC
X2633773,2633773,TFG
X3955875,3955875,TFIP11
X2591421,2591421,TFPI
X2591482,2591482,TFPI
X3870494,3870494,TFPT
X3064158,3064158,TFR2
X2712632,2712632,TFRC
X3116614,3116614,TG
X3520989,3520989,TGDS
X2558612,2558612,TGFA
X3863021,3863021,TGFB1
X3657193,3657193,TGFB1I1
X2380590,2380590,TGFB2
X3572517,3572517,TGFB3
X2829947,2829947,TGFBI
X3181728,3181728,TGFBR1
X2615360,2615360,TGFBR2
X2422722,2422722,TGFBR3
X2568630,2568630,TGFBRAP1
X3776504,3776504,TGIF1
X3558043,3558043,TGM1
X3905145,3905145,TGM2
X2620348,2620348,TGM4
X3621080,3621080,TGM5
X3621117,3621117,TGM7
X2491510,2491510,TGOLN2
X2562198,2562198,TGOLN2
X3098935,3098935,TGS1
X3359180,3359180,TH
X3891278,3891278,TH1L
X2550542,2550542,THADA
X3133465,3133465,THAP1
X3631517,3631517,THAP10
X3665846,3665846,THAP11
X3422215,3422215,THAP2
X2318416,2318416,THAP3
X3067644,3067644,THAP5
X2731757,2731757,THAP6
X2731780,2731780,THAP6
X3953865,3953865,THAP7
X3860261,3860261,THAP8
X2733898,2733898,THAP9
X3901041,3901041,THBD
X3589458,3589458,THBS1
X2985781,2985781,THBS2
X2437152,2437152,THBS3
X2817576,2817576,THBS4
X3844512,3844512,THEG
X2435347,2435347,THEM4
X2973340,2973340,THEMIS
X2837479,2837479,THG1L
X3239380,3239380,THNSL1
X2492783,2492783,THNSL2
X3795680,3795680,THOC1
X4020444,4020444,THOC2
X3956854,3956854,THOC5
X2679796,2679796,THOC7
X3816611,3816611,THOP1
X2708498,2708498,THPO
X3720695,3720695,THRA
X2330334,2330334,THRAP3
X2666147,2666147,THRB
X3341497,3341497,THRSP
X3514879,3514879,THSD1
X3600283,3600283,THSD4
X3038664,3038664,THSD7A
X2507744,2507744,THSD7B
X3529185,3529185,THTPA
X3683783,3683783,THUMPD1
X2549455,2549455,THUMPD2
X2609560,2609560,THUMPD3
X3394412,3394412,THY1
X3399623,3399623,THYN1
X2558511,2558511,TIA1
X3309629,3309629,TIAL1
X3928668,3928668,TIAM1
X2932508,2932508,TIAM2
X3846982,3846982,TICAM1
X2871821,2871821,TICAM2
X2333051,2333051,TIE1
X2782230,2782230,TIFA
X2603897,2603897,TIGD1
X3119708,3119708,TIGD5
X2881165,2881165,TIGD6
X3677538,3677538,TIGD7
X2883283,2883283,TIMD4
X3457824,3457824,TIMELESS
X3373946,3373946,TIMM10
X3845899,3845899,TIMM13
X3678059,3678059,TIMM16
X2374956,2374956,TIMM17A
X3705641,3705641,TIMM22
X3289031,3289031,TIMM23
X3848651,3848651,TIMM44
X3833093,3833093,TIMM50
X4015693,4015693,TIMM8A
X3391234,3391234,TIMM8B
X3566652,3566652,TIMM9
X3976341,3976341,TIMP1
X3772661,3772661,TIMP2
X3943504,3943504,TIMP3
X2663130,2663130,TIMP4
X2910868,2910868,TINAG
X3558012,3558012,TINF2
X2649113,2649113,TIPARP
X3630099,3630099,TIPIN
