"","scorecutoff","tissue","which.one","gene","ensgene","module","p.val.mods"
"ENSG00000081248","1","cogdnotxad","rosmap","ENSG00000081248","ENSG00000081248","void","1"
"ENSG00000116161","1","cogdnotxad","rosmap","ENSG00000116161","ENSG00000116161","plum2","0.003351"
"ENSG00000162706","1","cogdnotxad","rosmap","ENSG00000162706","ENSG00000162706","midnightblue","0.054"
"ENSG00000169885","1","cogdnotxad","rosmap","ENSG00000169885","ENSG00000169885","paleturquoise","1"
"ENSG00000008118","1","cogdnotxad","rosmap","ENSG00000008118","ENSG00000008118","floralwhite","0.6928"
"ENSG00000162545","1","cogdnotxad","rosmap","ENSG00000162545","ENSG00000162545","darkgreen","0.9493"
"CAMSAP1L1","1","cogdnotxad","rosmap","CAMSAP1L1","CAMSAP1L1","void","1"
"ENSG00000171735","1","cogdnotxad","rosmap","ENSG00000171735","ENSG00000171735","darkmagenta","0.1144"
"ENSG00000131236","1","cogdnotxad","rosmap","ENSG00000131236","ENSG00000131236","tan","7.401e-07"
"ENSG00000162909","1","cogdnotxad","rosmap","ENSG00000162909","ENSG00000162909","white","0.3026"
"ENSG00000135773","1","cogdnotxad","rosmap","ENSG00000135773","ENSG00000135773","darkred","1"
"ENSG00000116489","1","cogdnotxad","rosmap","ENSG00000116489","ENSG00000116489","magenta","1.356e-05"
"ENSG00000077549","1","cogdnotxad","rosmap","ENSG00000077549","ENSG00000077549","royalblue","0.0004978"
"ENSG00000132906","1","cogdnotxad","rosmap","ENSG00000132906","ENSG00000132906","navajowhite2","0.9996"
"ENSG00000143318","1","cogdnotxad","rosmap","ENSG00000143318","ENSG00000143318","darkgreen","0.9493"
"ENSG00000118729","1","cogdnotxad","rosmap","ENSG00000118729","ENSG00000118729","void","1"
"ENSG00000130940","1","cogdnotxad","rosmap","ENSG00000130940","ENSG00000130940","black","2.599e-11"
"ENSG00000188782","1","cogdnotxad","rosmap","ENSG00000188782","ENSG00000188782","void","1"
"ENSG00000154222","1","cogdnotxad","rosmap","ENSG00000154222","ENSG00000154222","grey60","1"
"ENSG00000137944","1","cogdnotxad","rosmap","ENSG00000137944","ENSG00000137944","turquoise","1"
"ENSG00000159588","1","cogdnotxad","rosmap","ENSG00000159588","ENSG00000159588","pink","4.708e-05"
"ENSG00000122483","1","cogdnotxad","rosmap","ENSG00000122483","ENSG00000122483","paleturquoise","1"
"ENSG00000213085","1","cogdnotxad","rosmap","ENSG00000213085","ENSG00000213085","void","1"
"CCDC21","1","cogdnotxad","rosmap","CCDC21","CCDC21","void","1"
"ENSG00000177868","1","cogdnotxad","rosmap","ENSG00000177868","ENSG00000177868","cyan","0.7456"
"ENSG00000159214","1","cogdnotxad","rosmap","ENSG00000159214","ENSG00000159214","lightgreen","0.8457"
"ENSG00000162592","1","cogdnotxad","rosmap","ENSG00000162592","ENSG00000162592","void","1"
"ENSG00000160050","1","cogdnotxad","rosmap","ENSG00000160050","ENSG00000160050","lightcyan1","0.1708"
"CCDC76","1","cogdnotxad","rosmap","CCDC76","CCDC76","void","1"
"ENSG00000221978","1","cogdnotxad","rosmap","ENSG00000221978","ENSG00000221978","orange","0.9852"
"ENSG00000163468","1","cogdnotxad","rosmap","ENSG00000163468","ENSG00000163468","brown","1"
"ENSG00000117281","1","cogdnotxad","rosmap","ENSG00000117281","ENSG00000117281","void","1"
"ENSG00000174950","1","cogdnotxad","rosmap","ENSG00000174950","ENSG00000174950","void","1"
"ENSG00000158477","1","cogdnotxad","rosmap","ENSG00000158477","ENSG00000158477","void","1"
"ENSG00000158485","1","cogdnotxad","rosmap","ENSG00000158485","ENSG00000158485","void","1"
"ENSG00000158481","1","cogdnotxad","rosmap","ENSG00000158481","ENSG00000158481","void","1"
"ENSG00000158473","1","cogdnotxad","rosmap","ENSG00000158473","ENSG00000158473","void","1"
"ENSG00000158488","1","cogdnotxad","rosmap","ENSG00000158488","ENSG00000158488","void","1"
"ENSG00000116824","1","cogdnotxad","rosmap","ENSG00000116824","ENSG00000116824","void","1"
"ENSG00000122223","1","cogdnotxad","rosmap","ENSG00000122223","ENSG00000122223","void","1"
"ENSG00000198821","1","cogdnotxad","rosmap","ENSG00000198821","ENSG00000198821","darkorange","0.7711"
"ENSG00000174059","1","cogdnotxad","rosmap","ENSG00000174059","ENSG00000174059","salmon4","9.573e-06"
"ENSG00000117335","1","cogdnotxad","rosmap","ENSG00000117335","ENSG00000117335","darkslateblue","0.9963"
"ENSG00000117091","1","cogdnotxad","rosmap","ENSG00000117091","ENSG00000117091","void","1"
"ENSG00000169442","1","cogdnotxad","rosmap","ENSG00000169442","ENSG00000169442","brown","1"
"ENSG00000143119","1","cogdnotxad","rosmap","ENSG00000143119","ENSG00000143119","tan","7.401e-07"
"ENSG00000196352","1","cogdnotxad","rosmap","ENSG00000196352","ENSG00000196352","maroon","1.937e-05"
"ENSG00000116815","1","cogdnotxad","rosmap","ENSG00000116815","ENSG00000116815","salmon4","9.573e-06"
"ENSG00000073754","1","cogdnotxad","rosmap","ENSG00000073754","ENSG00000073754","void","1"
"ENSG00000066294","1","cogdnotxad","rosmap","ENSG00000066294","ENSG00000066294","tan","7.401e-07"
"ENSG00000158825","1","cogdnotxad","rosmap","ENSG00000158825","ENSG00000158825","white","0.3026"
"ENSG00000079335","1","cogdnotxad","rosmap","ENSG00000079335","ENSG00000079335","ivory","5.414e-07"
"ENSG00000117399","1","cogdnotxad","rosmap","ENSG00000117399","ENSG00000117399","bisque4","0.8572"
"CDC2L1","1","cogdnotxad","rosmap","CDC2L1","CDC2L1","void","1"
"CDC2L2","1","cogdnotxad","rosmap","CDC2L2","CDC2L2","void","1"
"ENSG00000070831","1","cogdnotxad","rosmap","ENSG00000070831","ENSG00000070831","royalblue","0.0004978"
"ENSG00000143776","1","cogdnotxad","rosmap","ENSG00000143776","ENSG00000143776","yellowgreen","0.6676"
"ENSG00000197622","1","cogdnotxad","rosmap","ENSG00000197622","ENSG00000197622","plum2","0.003351"
"ENSG00000097046","1","cogdnotxad","rosmap","ENSG00000097046","ENSG00000097046","black","2.599e-11"
"ENSG00000134371","1","cogdnotxad","rosmap","ENSG00000134371","ENSG00000134371","salmon","2.443e-07"
"ENSG00000134690","1","cogdnotxad","rosmap","ENSG00000134690","ENSG00000134690","lightcyan","0.8078"
"ENSG00000157211","1","cogdnotxad","rosmap","ENSG00000157211","ENSG00000157211","void","1"
"ENSG00000123080","1","cogdnotxad","rosmap","ENSG00000123080","ENSG00000123080","white","0.3026"
"ENSG00000143126","1","cogdnotxad","rosmap","ENSG00000143126","ENSG00000143126","white","0.3026"
"ENSG00000117724","1","cogdnotxad","rosmap","ENSG00000117724","ENSG00000117724","plum1","2.509e-14"
"ENSG00000120334","1","cogdnotxad","rosmap","ENSG00000120334","ENSG00000120334","darkturquoise","0.3335"
"CENTB5","1","cogdnotxad","rosmap","CENTB5","CENTB5","void","1"
"ENSG00000143702","1","cogdnotxad","rosmap","ENSG00000143702","ENSG00000143702","plum1","2.509e-14"
"ENSG00000135837","1","cogdnotxad","rosmap","ENSG00000135837","ENSG00000135837","yellowgreen","0.6676"
"ENSG00000134255","1","cogdnotxad","rosmap","ENSG00000134255","ENSG00000134255","plum2","0.003351"
"ENSG00000000971","1","cogdnotxad","rosmap","ENSG00000000971","ENSG00000000971","maroon","1.937e-05"
"ENSG00000244414","1","cogdnotxad","rosmap","ENSG00000244414","ENSG00000244414","void","1"
"ENSG00000080910","1","cogdnotxad","rosmap","ENSG00000080910","ENSG00000080910","void","1"
"ENSG00000116785","1","cogdnotxad","rosmap","ENSG00000116785","ENSG00000116785","void","1"
"ENSG00000134365","1","cogdnotxad","rosmap","ENSG00000134365","ENSG00000134365","void","1"
"ENSG00000134389","1","cogdnotxad","rosmap","ENSG00000134389","ENSG00000134389","void","1"
"ENSG00000143375","1","cogdnotxad","rosmap","ENSG00000143375","ENSG00000143375","yellow","0.9861"
"ENSG00000131778","1","cogdnotxad","rosmap","ENSG00000131778","ENSG00000131778","bisque4","0.8572"
"ENSG00000116254","1","cogdnotxad","rosmap","ENSG00000116254","ENSG00000116254","skyblue3","0.03455"
"ENSG00000133048","1","cogdnotxad","rosmap","ENSG00000133048","ENSG00000133048","magenta","1.356e-05"
"ENSG00000064886","1","cogdnotxad","rosmap","ENSG00000064886","ENSG00000064886","magenta","1.356e-05"
"ENSG00000134216","1","cogdnotxad","rosmap","ENSG00000134216","ENSG00000134216","void","1"
"ENSG00000133063","1","cogdnotxad","rosmap","ENSG00000133063","ENSG00000133063","floralwhite","0.6928"
"ENSG00000203668","1","cogdnotxad","rosmap","ENSG00000203668","ENSG00000203668","violet","0.322"
"ENSG00000133019","1","cogdnotxad","rosmap","ENSG00000133019","ENSG00000133019","yellowgreen","0.6676"
"ENSG00000160716","1","cogdnotxad","rosmap","ENSG00000160716","ENSG00000160716","lightgreen","0.8457"
"ENSG00000179862","1","cogdnotxad","rosmap","ENSG00000179862","ENSG00000179862","floralwhite","0.6928"
"ENSG00000173207","1","cogdnotxad","rosmap","ENSG00000173207","ENSG00000173207","plum2","0.003351"
"ENSG00000016490","1","cogdnotxad","rosmap","ENSG00000016490","ENSG00000016490","void","1"
"ENSG00000137975","1","cogdnotxad","rosmap","ENSG00000137975","ENSG00000137975","void","1"
"CLCA3","1","cogdnotxad","rosmap","CLCA3","CLCA3","void","1"
"ENSG00000016602","1","cogdnotxad","rosmap","ENSG00000016602","ENSG00000016602","purple","0.09035"
"ENSG00000121940","1","cogdnotxad","rosmap","ENSG00000121940","ENSG00000121940","thistle2","0.9925"
"ENSG00000011021","1","cogdnotxad","rosmap","ENSG00000011021","ENSG00000011021","green","0.003341"
"ENSG00000186510","1","cogdnotxad","rosmap","ENSG00000186510","ENSG00000186510","void","1"
"ENSG00000184908","1","cogdnotxad","rosmap","ENSG00000184908","ENSG00000184908","void","1"
"ENSG00000164007","1","cogdnotxad","rosmap","ENSG00000164007","ENSG00000164007","void","1"
"ENSG00000169504","1","cogdnotxad","rosmap","ENSG00000169504","ENSG00000169504","magenta","1.356e-05"
"ENSG00000261893","1","cogdnotxad","rosmap","ENSG00000261893","ENSG00000261893","void","1"
"ENSG00000092853","1","cogdnotxad","rosmap","ENSG00000092853","ENSG00000092853","grey60","1"
"ENSG00000171603","1","cogdnotxad","rosmap","ENSG00000171603","ENSG00000171603","lightyellow","0.05217"
"ENSG00000162368","1","cogdnotxad","rosmap","ENSG00000162368","ENSG00000162368","salmon","2.443e-07"
"ENSG00000143786","1","cogdnotxad","rosmap","ENSG00000143786","ENSG00000143786","darkgrey","0.01056"
"ENSG00000143771","1","cogdnotxad","rosmap","ENSG00000143771","ENSG00000143771","darkturquoise","0.3335"
"ENSG00000142675","1","cogdnotxad","rosmap","ENSG00000142675","ENSG00000142675","brown","1"
"ENSG00000117519","1","cogdnotxad","rosmap","ENSG00000117519","ENSG00000117519","mediumpurple3","0.1716"
"ENSG00000188822","1","cogdnotxad","rosmap","ENSG00000188822","ENSG00000188822","void","1"
"ENSG00000184144","1","cogdnotxad","rosmap","ENSG00000184144","ENSG00000184144","purple","0.09035"
"ENSG00000135775","1","cogdnotxad","rosmap","ENSG00000135775","ENSG00000135775","white","0.3026"
"ENSG00000060718","1","cogdnotxad","rosmap","ENSG00000060718","ENSG00000060718","white","0.3026"
"ENSG00000084636","1","cogdnotxad","rosmap","ENSG00000084636","ENSG00000084636","lightcyan1","0.1708"
"ENSG00000171502","1","cogdnotxad","rosmap","ENSG00000171502","ENSG00000171502","salmon","2.443e-07"
"ENSG00000171812","1","cogdnotxad","rosmap","ENSG00000171812","ENSG00000171812","tan","7.401e-07"
"ENSG00000049089","1","cogdnotxad","rosmap","ENSG00000049089","ENSG00000049089","bisque4","0.8572"
"ENSG00000122218","1","cogdnotxad","rosmap","ENSG00000122218","ENSG00000122218","green","0.003341"
"ENSG00000241563","1","cogdnotxad","rosmap","ENSG00000241563","ENSG00000241563","violet","0.322"
"ENSG00000127054","1","cogdnotxad","rosmap","ENSG00000127054","ENSG00000127054","orange","0.9852"
"ENSG00000157184","1","cogdnotxad","rosmap","ENSG00000157184","ENSG00000157184","navajowhite2","0.9996"
"ENSG00000203710","1","cogdnotxad","rosmap","ENSG00000203710","ENSG00000203710","void","1"
"ENSG00000197721","1","cogdnotxad","rosmap","ENSG00000197721","ENSG00000197721","void","1"
"ENSG00000117322","1","cogdnotxad","rosmap","ENSG00000117322","ENSG00000117322","void","1"
"ENSG00000143320","1","cogdnotxad","rosmap","ENSG00000143320","ENSG00000143320","darkolivegreen","0.09873"
"ENSG00000134376","1","cogdnotxad","rosmap","ENSG00000134376","ENSG00000134376","lightcyan1","0.1708"
"ENSG00000169509","1","cogdnotxad","rosmap","ENSG00000169509","ENSG00000169509","void","1"
"ENSG00000143578","1","cogdnotxad","rosmap","ENSG00000143578","ENSG00000143578","turquoise","1"
"ENSG00000143162","1","cogdnotxad","rosmap","ENSG00000143162","ENSG00000143162","skyblue","3.291e-06"
"ENSG00000143536","1","cogdnotxad","rosmap","ENSG00000143536","ENSG00000143536","void","1"
"ENSG00000058453","1","cogdnotxad","rosmap","ENSG00000058453","ENSG00000058453","white","0.3026"
"ENSG00000132693","1","cogdnotxad","rosmap","ENSG00000132693","ENSG00000132693","void","1"
"ENSG00000160741","1","cogdnotxad","rosmap","ENSG00000160741","ENSG00000160741","orange","0.9852"
"ENSG00000116791","1","cogdnotxad","rosmap","ENSG00000116791","ENSG00000116791","plum2","0.003351"
"ENSG00000009307","1","cogdnotxad","rosmap","ENSG00000009307","ENSG00000009307","salmon","2.443e-07"
"ENSG00000184371","1","cogdnotxad","rosmap","ENSG00000184371","ENSG00000184371","sienna3","0.005939"
"ENSG00000119535","1","cogdnotxad","rosmap","ENSG00000119535","ENSG00000119535","tan","7.401e-07"
"ENSG00000121904","1","cogdnotxad","rosmap","ENSG00000121904","ENSG00000121904","grey60","1"
"ENSG00000159176","1","cogdnotxad","rosmap","ENSG00000159176","ENSG00000159176","white","0.3026"
"ENSG00000117151","1","cogdnotxad","rosmap","ENSG00000117151","ENSG00000117151","blue","0.9971"
"ENSG00000116761","1","cogdnotxad","rosmap","ENSG00000116761","ENSG00000116761","lightcyan","0.8078"
"ENSG00000178585","1","cogdnotxad","rosmap","ENSG00000178585","ENSG00000178585","lightgreen","0.8457"
"CTPS","1","cogdnotxad","rosmap","CTPS","CTPS","void","1"
"ENSG00000162438","1","cogdnotxad","rosmap","ENSG00000162438","ENSG00000162438","thistle2","0.9925"
"ENSG00000264606","1","cogdnotxad","rosmap","ENSG00000264606","ENSG00000264606","void","1"
"ENSG00000143387","1","cogdnotxad","rosmap","ENSG00000143387","ENSG00000143387","white","0.3026"
"ENSG00000163131","1","cogdnotxad","rosmap","ENSG00000163131","ENSG00000163131","tan","7.401e-07"
"ENSG00000143079","1","cogdnotxad","rosmap","ENSG00000143079","ENSG00000143079","black","2.599e-11"
"ENSG00000174151","1","cogdnotxad","rosmap","ENSG00000174151","ENSG00000174151","brown","1"
"ENSG00000159348","1","cogdnotxad","rosmap","ENSG00000159348","ENSG00000159348","turquoise","1"
"ENSG00000134716","1","cogdnotxad","rosmap","ENSG00000134716","ENSG00000134716","lightcyan1","0.1708"
"ENSG00000187048","1","cogdnotxad","rosmap","ENSG00000187048","ENSG00000187048","void","1"
"ENSG00000162365","1","cogdnotxad","rosmap","ENSG00000162365","ENSG00000162365","void","1"
"ENSG00000142973","1","cogdnotxad","rosmap","ENSG00000142973","ENSG00000142973","salmon4","9.573e-06"
"ENSG00000186377","1","cogdnotxad","rosmap","ENSG00000186377","ENSG00000186377","royalblue","0.0004978"
"ENSG00000186160","1","cogdnotxad","rosmap","ENSG00000186160","ENSG00000186160","paleturquoise","1"
"ENSG00000142871","1","cogdnotxad","rosmap","ENSG00000142871","ENSG00000142871","palevioletred3","0.172"
"ENSG00000173406","1","cogdnotxad","rosmap","ENSG00000173406","ENSG00000173406","darkgreen","0.9493"
"ENSG00000132676","1","cogdnotxad","rosmap","ENSG00000132676","ENSG00000132676","magenta","1.356e-05"
"ENSG00000213088","1","cogdnotxad","rosmap","ENSG00000213088","ENSG00000213088","black","2.599e-11"
"ENSG00000117593","1","cogdnotxad","rosmap","ENSG00000117593","ENSG00000117593","salmon","2.443e-07"
"ENSG00000137992","1","cogdnotxad","rosmap","ENSG00000137992","ENSG00000137992","honeydew1","1"
"ENSG00000222046","1","cogdnotxad","rosmap","ENSG00000222046","ENSG00000222046","void","1"
"ENSG00000118655","1","cogdnotxad","rosmap","ENSG00000118655","ENSG00000118655","floralwhite","0.6928"
"ENSG00000163357","1","cogdnotxad","rosmap","ENSG00000163357","ENSG00000163357","void","1"
"ENSG00000163354","1","cogdnotxad","rosmap","ENSG00000163354","ENSG00000163354","turquoise","1"
"ENSG00000153904","1","cogdnotxad","rosmap","ENSG00000153904","ENSG00000153904","darkorange2","0.001981"
"DDEFL1","1","cogdnotxad","rosmap","DDEFL1","DDEFL1","void","1"
"ENSG00000197312","1","cogdnotxad","rosmap","ENSG00000197312","ENSG00000197312","honeydew1","1"
"ENSG00000244038","1","cogdnotxad","rosmap","ENSG00000244038","ENSG00000244038","navajowhite2","0.9996"
"ENSG00000162733","1","cogdnotxad","rosmap","ENSG00000162733","ENSG00000162733","ivory","5.414e-07"
"ENSG00000064703","1","cogdnotxad","rosmap","ENSG00000064703","ENSG00000064703","darkturquoise","0.3335"
"ENSG00000118197","1","cogdnotxad","rosmap","ENSG00000118197","ENSG00000118197","steelblue","0.05112"
"ENSG00000158796","1","cogdnotxad","rosmap","ENSG00000158796","ENSG00000158796","darkorange","0.7711"
"ENSG00000143753","1","cogdnotxad","rosmap","ENSG00000143753","ENSG00000143753","darkturquoise","0.3335"
"ENSG00000213047","1","cogdnotxad","rosmap","ENSG00000213047","ENSG00000213047","plum1","2.509e-14"
"ENSG00000175984","1","cogdnotxad","rosmap","ENSG00000175984","ENSG00000175984","skyblue","3.291e-06"
"ENSG00000162777","1","cogdnotxad","rosmap","ENSG00000162777","ENSG00000162777","magenta","1.356e-05"
"ENSG00000198837","1","cogdnotxad","rosmap","ENSG00000198837","ENSG00000198837","red","0.004044"
"ENSG00000024526","1","cogdnotxad","rosmap","ENSG00000024526","ENSG00000024526","void","1"
"ENSG00000160049","1","cogdnotxad","rosmap","ENSG00000160049","ENSG00000160049","grey60","1"
"ENSG00000169598","1","cogdnotxad","rosmap","ENSG00000169598","ENSG00000169598","brown","1"
"ENSG00000116133","1","cogdnotxad","rosmap","ENSG00000116133","ENSG00000116133","midnightblue","0.054"
"ENSG00000117682","1","cogdnotxad","rosmap","ENSG00000117682","ENSG00000117682","thistle2","0.9925"
"ENSG00000162496","1","cogdnotxad","rosmap","ENSG00000162496","ENSG00000162496","lightcyan","0.8078"
"ENSG00000135829","1","cogdnotxad","rosmap","ENSG00000135829","ENSG00000135829","darkmagenta","0.1144"
"ENSG00000211452","1","cogdnotxad","rosmap","ENSG00000211452","ENSG00000211452","void","1"
"ENSG00000162595","1","cogdnotxad","rosmap","ENSG00000162595","ENSG00000162595","navajowhite2","0.9996"
"ENSG00000162946","1","cogdnotxad","rosmap","ENSG00000162946","ENSG00000162946","skyblue","3.291e-06"
"ENSG00000154309","1","cogdnotxad","rosmap","ENSG00000154309","ENSG00000154309","tan","7.401e-07"
"ENSG00000116544","1","cogdnotxad","rosmap","ENSG00000116544","ENSG00000116544","skyblue3","0.03455"
"ENSG00000178028","1","cogdnotxad","rosmap","ENSG00000178028","ENSG00000178028","floralwhite","0.6928"
"ENSG00000197587","1","cogdnotxad","rosmap","ENSG00000197587","ENSG00000197587","void","1"
"ENSG00000142700","1","cogdnotxad","rosmap","ENSG00000142700","ENSG00000142700","void","1"
"ENSG00000143006","1","cogdnotxad","rosmap","ENSG00000143006","ENSG00000143006","void","1"
"ENSG00000162616","1","cogdnotxad","rosmap","ENSG00000162616","ENSG00000162616","plum2","0.003351"
"ENSG00000007923","1","cogdnotxad","rosmap","ENSG00000007923","ENSG00000007923","paleturquoise","1"
"ENSG00000116138","1","cogdnotxad","rosmap","ENSG00000116138","ENSG00000116138","darkturquoise","0.3335"
"ENSG00000116675","1","cogdnotxad","rosmap","ENSG00000116675","ENSG00000116675","plum1","2.509e-14"
"ENSG00000126698","1","cogdnotxad","rosmap","ENSG00000126698","ENSG00000126698","steelblue","0.05112"
"ENSG00000163879","1","cogdnotxad","rosmap","ENSG00000163879","ENSG00000163879","lightcyan","0.8078"
"ENSG00000137976","1","cogdnotxad","rosmap","ENSG00000137976","ENSG00000137976","void","1"
"ENSG00000197959","1","cogdnotxad","rosmap","ENSG00000197959","ENSG00000197959","plum1","2.509e-14"
"ENSG00000067334","1","cogdnotxad","rosmap","ENSG00000067334","ENSG00000067334","darkolivegreen","0.09873"
